human_genes	mouse_genes
TEX54	1700092M07Rik
FGFR1OP2	Fgfr1op2
FRAT1	Frat1
FRAT2	Frat2
ODF3L1	Odf3l1
RRP12	Rrp12
RALGDS	Ralgds
GMEB1	Gmeb1
GXYLT1	Gxylt1
MX1	Mx2
CSPG4	Cspg4
RNU4-60P	Gm25102
CETN3	Cetn3
JUNB	Junb
TRIP12	Trip12
CNTNAP4	Cntnap4
PGAM4	Pgam1
PGAM1	Pgam1
SNX33	Snx33
MARS1	Mars1
EXOSC1	Exosc1
MEIOB	Meiob
TBX18	Tbx18
TAF12	Taf12
TMPRSS2	Tmprss2
LY86	Ly86
LRRTM1	Lrrtm1
RAB42	Rab42
THAP3	Thap3
GNAT1	Gnat1
KLF6	Klf6
ZDHHC16	Zdhhc16
PHF13	Phf13
CHD4	Chd4
C2	C2
TOMM20L	Tomm20l
RN7SKP233	7SK
KLHL21	Klhl21
YAF2	Yaf2
ADAMTS17	Adamts17
USP25	Usp25
MON1B	Mon1b
CATSPERB	Catsperb
SCARNA4	Gm26413
KRT33A	Krt33a
SYCE1L	Syce1l
CYP3A5	Cyp3a41a
CYP3A7-CYP3A51P	Cyp3a41a
CYP3A4	Cyp3a41a
CYP3A7	Cyp3a41a
CYP3A43	Cyp3a41a
IMP3	Imp3
STX5	Stx5a
RNU6-1051P	Gm26371
KRT33A	Krt33b
ZCRB1	Zcrb1
HK3	Hk3
SNUPN	Snupn
SNORA16A	SNORA16A
SNORA16A	Snora16a
SNORA16B	Snora16a
SNORA44	Snora44
SNORA61	Snora61
SNORD99	Snord99
ZBTB48	Zbtb48
GPR75	Gpr75
HACE1	Hace1
KRT34	Krt34
NELFA	Nelfa
OR8B3	Olfr918
OR8B2	Olfr918
KRT33A	Krt31
INO80E	Ino80e
NT5E	Nt5e
RIPK4	Ripk4
KRT32	Krt32
TIMM9	Timm9
ABCF3	Abcf3
KRT35	Krt35
TAS1R1	Tas1r1
YWHAZ	Ywhaz
ADAMTS18	Adamts18
PTPN9	Ptpn9
HS6ST2	Hs6st2
BLMH	Blmh
TRNAU1AP	Trnau1ap
CYP3A5	Cyp3a44
CYP3A7-CYP3A51P	Cyp3a44
CYP3A4	Cyp3a44
CYP3A7	Cyp3a44
CYP3A43	Cyp3a44
USP46	Usp46
ZBTB12	Zbtb12
BZW2	Bzw2
NUDT12	Nudt12
VWA5A	Vwa5a
MAGEA10	Magea14
BLVRB	Blvrb
SH3KBP1	Sh3kbp1
ZNF706	Zfp706
ORAI1	Orai1
SPIB	Spib
RNU1-45P	Gm23447
HOOK2	Hook2
RN7SKP82	7SK
SNORA9	Gm25800
EFNA5	Efna5
KRT36	Krt36
RNU6-187P	U6
FBXO36	Fbxo36
SERTAD3	Sertad3
OSBPL9	Osbpl9
GRHL2	Grhl2
HIRIP3	Hirip3
C4orf48	Gm1673
HAGH	Hagh
RNU1-31P	U1
ASB3	Asb3
ARHGAP9	Arhgap9
SLC16A14	Slc16a14
SEC61A2	Sec61a2
SERTAD1	Sertad1
SAE1	Sae1
ANKMY2	Ankmy2
STAT1	Stat1
CYP3A5	Cyp3a11
CYP3A7-CYP3A51P	Cyp3a11
CYP3A4	Cyp3a11
CYP3A7	Cyp3a11
CYP3A43	Cyp3a11
NXF1	Nxf1
TC2N	Tc2n
TM7SF3	Tm7sf3
RASL11B	Rasl11b
SEMA3F	Sema3f
MTCH2	Mtch2
NAT8L	Nat8l
KRT15	Krt15
LYSMD4	Lysmd4
MORN3	Morn3
UIMC1	Uimc1
NR2C1	Nr2c1
KRT19	Krt19
FGD5	Fgd5
NOX4	Nox4
SLC6A4	Slc6a4
PRDM15	Prdm15
FAHD1	Fahd1
IGFALS	Igfals
GLMN	Glmn
FBXL17	Fbxl17
IKBKB	Ikbkb
SOSTDC1	Sostdc1
KRT9	Krt9
FBLN5	Fbln5
ERLEC1	Erlec1
CEL	Cel
PRICKLE1	Prickle1
NDUFA12	Ndufa12
KIAA0586	2700049A03Rik
NUBP2	Nubp2
TMEM223	Tmem223
TMEM179B	Tmem179b
DHTKD1	Dhtkd1
MIR99A	Mir99a
MIRLET7C	Mirlet7c-1
REG1B	Reg3b
MMP20	Mmp20
TAF6L	Taf6l
GLI1	Gli1
PITRM1	Pitrm1
NCALD	Ncald
ACOX1	Acox1
STK31	Stk31
C2CD2	C2cd2
MMP7	Mmp7
UPF2	Upf2
INHBE	Inhbe
INHBC	Inhbc
FER	Fer
TMCC3	Tmcc3
OR8D2	Olfr924
OR8D1	Olfr26
CYP3A5	Cyp3a25
CYP3A7-CYP3A51P	Cyp3a25
CYP3A4	Cyp3a25
CYP3A7	Cyp3a25
CYP3A43	Cyp3a25
OR8D2	Olfr926
TMEM123	Tmem123
GTF3C5	Gtf3c5
ZBTB21	Zbtb21
DACT1	Dact1
OR8D1	Olfr930
POLR2G	Polr2g
OR8D1	Olfr933
CYP3A5	Cyp3a59
CYP3A7-CYP3A51P	Cyp3a59
CYP3A4	Cyp3a59
CYP3A7	Cyp3a59
CYP3A43	Cyp3a59
VWA5B2	Vwa5b2
BIRC2	Birc2
ZC3H4	Zc3h4
NOP2	Nop2
ZBTB3	Zbtb3
RRM2B	Rrm2b
GRIK2	Grik2
TTC9C	Ttc9c
TRIP11	Trip11
HNRNPUL2-BSCL2	Hnrnpul2
HNRNPUL2	Hnrnpul2
OR8G5	Olfr935
OR8G5	Olfr146
MED21	Med21
RNU6-740P	Gm22675
OR8G5	Olfr936
PROSER2	Proser2
SCFD2	Scfd2
PLAT	Plat
HNRNPUL2-BSCL2	Gm50139
HNRNPUL2	Gm50139
GNG3	Gng3
BIRC3	Birc3
PRX	Prx
BSCL2	Bscl2
NPY	Npy
ADAMTS20	Adamts20
KRT14	Krt14
PJA2	Pja2
PHF14	Phf14
NUDT7	Nudt7
SCN1A	Scn1a
CHAC2	Chac2
RN7SKP166	7SK
TMEM160	Tmem160
CRPPA	Crppa
GPC4	Gpc4
NSRP1	Nsrp1
HIPK4	Hipk4
NEK1	Nek1
GPRASP2	Gprasp2
ILK	Ilk
PDE4D	Pde4d
hsa-mir-423	Mir423
MIR423	Mir423
TEN1	Ten1
TEN1-CDK3	Ten1
SPSB3	Spsb3
CEP83	Cep83
KRT16	Krt16
OR10D3	Olfr958
TMEM120B	Tmem120b
STC2	Stc2
SNX14	Snx14
LRRN4CL	Lrrn4cl
UBXN1	Ubxn1
CDK3	Cdk3
BOD1	Bod1
BOD1L2	Bod1
KRT17	Krt17
UQCC3	Uqcc3
MIR1224	Mir1224
MMS19	Mms19
TAOK2	Taok2
BTG3	Btg3
EVPL	Evpl
PLXNC1	Plxnc1
ATXN3L	Atxn3
PUS7L	Pus7l
SNORA75	Gm25038
SNORA75B	Gm25038
SPCS3	Arxes2
C21orf91	D16Ertd472e
EMD	Emd
REG1B	Reg3d
NOL9	Nol9
IRAK4	Irak4
MAN2A1	Man2a1
EFCAB5	Efcab5
TARS2	Tars2
TYR	Tyr
RHOF	Rhof
REG1B	Reg3a
ECHDC3	Echdc3
ASCC3	Ascc3
REG1A	Reg2
SPCS3	Arxes1
TWF1	Twf1
BEX1	Bex2
BEX2	Bex2
TAF10	Taf10
GFI1B	Gfi1b
CHODL	Chodl
NR2C2	Nr2c2
GPC3	Gpc3
EME2	Eme2
NPAS1	Npas1
MEOX2	Meox2
RNF6	Rnf6
NDUFB1	Ndufb1
TMEM117	Tmem117
CPSF2	Cpsf2
CRADD	Cradd
POLD1	Pold1
ALG3	Alg3
NELL2	Nell2
EHMT2	Ehmt2
MAP3K15	Map3k15
DIDO1	Dido1
SRP68	Srp68
AGMO	Agmo
RN7SKP148	7SK
RN7SKP103	7SK
SIM1	Sim1
EPB41L5	Epb41l5
TLE1	Tle1
STK38L	Stk38l
RNU6-522P	Gm26257
RNU6-509P	Gm26257
RNU6-159P	Gm26257
RNU6-1147P	Gm26257
SOCS2	Socs2
MIR363	Mir363
MIR19B2	Mir19b-2
VAT1L	Vat1l
GAST	Gast
NXF3	Nxf3
POLN	Poln
GALR2	Galr2
CPEB4	Cpeb4
CLEC3A	Clec3a
AP3M2	Ap3m2
CCDC160	Ccdc160
DAAM1	Daam1
MRPS25	Mrps25
DBX2	Dbx2
BEX4	Bex4
REG1A	Reg1
SIN3A	Sin3a
PDHA1	Pdha1
MRPL42	Mrpl42
UBR5	Ubr5
GRM5	Grm5
REG1B	Reg3g
RNU6-1278P	Gm24735
BEST2	Best2
UBE2N	Ube2n
C5orf47	4930524B15Rik
RNU1-94P	U1
LRRC7	Lrrc7
RBSN	Rbsn
SSH2	Ssh2
NUDT4B	Nudt4
NUDT4	Nudt4
TCEAL8	Tceal8
ARHGAP35	Arhgap35
THSD7A	Thsd7a
EEF1AKMT4	Eef1akmt4
MIR582	Mir582
RAB3C	Rab3c
RNU6-73P	Gm24708
TMPRSS15	Tmprss15
TMEM219	Tmem219
GET3	Get3
RREB1	Rreb1
RNU6-407P	U6
GID8	Gid8
TOM1L2	Tom1l2
ANAPC15	Anapc15-ps
SH3RF1	Sh3rf1
SLC17A9	Slc17a9
TCEAL6	Tceal5
TCEAL5	Tceal5
TCEAL3	Tceal5
EEA1	Eea1
HAUS3	Haus3
BEX1	Bex1
BEX2	Bex1
RNU6-706P	Gm25918
MXD4	Mxd4
BHLHE23	Bhlhe23
PLD3	Pld3
TCEAL7	Tceal7
TRH	Trh
USP6NL	Usp6nl
TCEAL9	Tceal9
CBR4	Cbr4
CACNA1F	Cacna1f
IFFO1	Iffo1
SETD1B	Setd1b
WWOX	Wwox
RNU6-1097P	U6
GPR135	Gpr135
NCAM2	Ncam2
L3HYPDH	L3hypdh
ABHD18	Abhd18
SLC24A4	Slc24a4
TOR3A	Tor3a
CEACAM21	Ceacam15
KCTD13	Kctd13
MIR124-3	Mir124a-3
CEACAM21	Ceacam9
RNU6-1300P	Gm23677
MAF	Maf
VPS39	Vps39
DYNLRB2	Dynlrb2
CTSC	Ctsc
ZFYVE28	Zfyve28
CDYL2	Cdyl2
RNU6-18P	U6
RCC1	Rcc1
ATP5MGL	Gm5426
ATP5MG	Gm5426
LRRTM4	Lrrtm4
ECE2	Gm49333
EEF1AKMT4-ECE2	Gm49333
FAM162B	Fam162b
YAP1	Yap1
KAT6A	Kat6a
BTG1	Btg1
CFAP99	Cfap99
ASPHD1	Asphd1
CDK8	Cdk8
TMEM232	Tmem232
TMEM106B	Tmem106b
GPRC6A	Gprc6a
TPP1	Tpp1
LBHD1	Lbhd1
GAPT	Gapt
U3	Gm25203
JKAMP	Jkamp
ZNF346	Zfp346
RNU6-834P	Gm24836
RNU6-270P	Gm24836
SDE2	Sde2
ODF1	Odf1
LBHD1	Gm49403
SNORA57	Snora57
UBTD1	Ubtd1
KLF10	Klf10
C11orf98	1810009A15Rik
RNU1-63P	Gm26264
DCN	Dcn
PRICKLE2	Prickle2
RPRD2	Rprd2
CCDC175	Ccdc175
C11orf98	Gm49416
INTS5	Ints5
ANKRD2	Ankrd2
ANO6	Ano6
RIN3	Rin3
ALDOA	Aldoart1
NSG2	Nsg2
SNORA73A	Snora73b
SNORA73A	Snora73a
MSANTD5	Gm11487
HOGA1	Hoga1
LUM	Lum
RPAP2	Rpap2
KERA	Kera
GAPDH	Gapdh
HAP1	Hap1
CENPN	Cenpn
C10orf62	4933411K16Rik
EPYC	Epyc
FAM20B	Fam20b
MORN4	Morn4
PLK2	Plk2
CFAP300	Cfap300
LARP1B	Larp1b
MEF2A	Mef2a
PI4K2A	Pi4k2a
MIR155	Mir155
CAMK2N2	Camk2n2
MRPL39	Mrpl39
VWA5A	AW551984
CCER1	Ccer1
SLC44A4	Slc44a4
DGKB	Dgkb
AVPI1	Avpi1
RFX6	Rfx6
SSR1	Ssr1
MARVELD1	Marveld1
LEFTY2	Lefty2
LEFTY1	Lefty2
MSANTD5	Gm11238
JAM2	Jam2
MSANTD5	Gm11237
MSANTD5	Gm11236
MSANTD5	Gm11239
ZFYVE27	Zfyve27
MSANTD5	Gm428
EYA1	Eya1
DEPDC1	Depdc1a
TMEM168	Tmem168
PHACTR4	Phactr4
ATP5PF	Atp5j
GCFC2	Gcfc2
AZIN1	Azin1
FGFR4	Fgfr4
CEP126	Cep126
IL9R	Il9r
GABPA	Gabpa
ACTBL2	Actbl2
GANAB	Ganab
AP2S1	Ap2s1
VAPA	Vapa
CAGE1	Cage1
BMT2	Bmt2
TRPC6	Trpc6
MRPL19	Mrpl19
ECE2	Ece2
EEF1AKMT4-ECE2	Ece2
SNRNP25	Snrnp25
PGRMC2	Pgrmc2
RAB38	Rab38
SNORD22	Gm25487
GPR85	Gpr85
TXNDC2	Txndc2
JUP	Jup
PRPF3	Prpf3
NEU1	Neu1
ARID2	Arid2
SNORD41	Gm25506
ATMIN	Atmin
NSD1	Nsd1
OR8G2P	Olfr971
OR8G3P	Olfr971
DCHS1	Dchs1
SMIM30	2610001J05Rik
OR8G2P	Olfr229
OR8G3P	Olfr229
YTHDF1	Ythdf1
C16orf46	1700030J22Rik
PHF6	Phf6
ARNTL2	Arntl2
RTN1	Rtn1
RAB31	Rab31
PGR	Pgr
VGLL2	Vgll2
SLC1A5	Slc1a5
ATP2B1	Atp2b1
DRC3	Drc3
BIRC7	Birc7
SCAF11	Scaf11
RASEF	Rasef
OR10G9	Olfr978
OR10G4	Olfr978
OR10G7	Olfr978
OR10G8	Olfr978
NKAIN4	Nkain4
PSMD9	Psmd9
OR10G9	Olfr979
OR10G4	Olfr979
OR10G7	Olfr979
OR10G8	Olfr979
OR10G9	Olfr980
OR10G4	Olfr980
OR10G7	Olfr980
OR10G8	Olfr980
MRPS21	Mrps21
OR10G6	Olfr981
OR10S1	Olfr982
FKRP	Fkrp
LGMN	Lgmn
RPE65	Rpe65
RAB24	Rab24
ARHGAP42	Arhgap42
MRPL17	Mrpl17
SNORD48	Gm25744
HSPA1A	Hspa1b
HSPA1B	Hspa1b
WASF3	Wasf3
SLC38A1	Slc38a1
HSPA1A	Hspa1a
HSPA1B	Hspa1a
BEX3	Bex3
HSPA1L	Hspa1l
RIOK1	Riok1
LSM2	Lsm2
C19orf47	2310022A10Rik
POC1B	Poc1b
GFI1	Gfi1
PKD1L2	Pkd1l2
GOLGA5	Golga5
SCN9A	Scn9a
OR4D5	Olfr984
P3H4	P3h4
HPRT1	Hprt
HPD	Hpd
OR8D4	Olfr985
SLC38A2	Slc38a2
SFRP5	Sfrp5
CIART	Ciart
TMEM225	Tmem225
B3GAT3	B3gat3
MIR450B	Mir450b
MIR450A1	Mir450-1
CORO6	Coro6
MIR450A2	Mir450-2
MIR542	Mir542
OR6X1	Olfr986
PLEKHG5	Plekhg5
ZNF202	Zfp202
MIR424	Mir322
GOLGA7B	Golga7b
SYP	Syp
DCAF13	Dcaf13
PYCR2	Pycr2
CCDC68	Ccdc68
CHGA	Chga
ROM1	Rom1
DCLK2	Dclk2
ADAMTS9	Adamts9
PALLD	Palld
EML3	Eml3
SLC38A4	Slc38a4
CNTN5	Cntn5
RNF4	Rnf4
GPBP1	Gpbp1
ITPK1	Itpk1
MSC	Msc
POC1B-GALNT4	Galnt4
GALNT4	Galnt4
LEFTY2	Lefty1
LEFTY1	Lefty1
PPP4R1	Ppp4r1
DNASE1L1	Dnase1l1
RAB27B	Rab27b
OR2AG1	Olfr693
OR2AG1	Olfr694
OR2AG1	Olfr695
PSMD2	Psmd2
TMEM135	Tmem135
GON7	Gm28051
CRTAC1	Crtac1
DYNAP	Gm36255
GON7	Gm20604
C18orf54	4930503L19Rik
PTPN4	Ptpn4
MOAP1	Moap1
EVA1A	Eva1a
RBM5	Rbm5
TMEM251	Tmem251
AMIGO2	Amigo2
GON7	Gon7
PCED1B	Pced1b
RNU6-786P	Gm23013
UBR7	Ubr7
ADAM22	Adam22
RHBDF1	Rhbdf1
RPAP3	Rpap3
PLAC1	Plac1
PPP1R3A	Ppp1r3a
SMCO2	Smco2
KIR2DS4	Kir3dl2
KIR3DL3	Kir3dl2
KIR2DL1	Kir3dl2
KIR2DL4	Kir3dl2
KIR2DL3	Kir3dl2
KIR3DL2	Kir3dl2
KIR3DL1	Kir3dl2
LRRC9	Lrrc9
GPBP1	Gm49496
ENDOU	Endou
R3HCC1L	R3hcc1l
TACR1	Tacr1
MXD3	Mxd3
LMAN2	Lman2
MTA2	Mta2
OR2AG1	Olfr697
PRICKLE3	Prickle3
FKBP10	Fkbp10
LRRC28	Lrrc28
SCN7A	Scn7a
POLE4	Pole4
DSP	Dsp
RIMS2	Rims2
APP	App
ATPAF2	Atpaf2
PLP2	Plp2
NCAPD2	Ncapd2
MED18	Med18
MSANTD5	Gm11758
MAGIX	Magix
TMEM177	Tmem177
TSC1	Tsc1
MSANTD5	Gm11757
RGS14	Rgs14
TUT1	Tut1
TNFRSF25	Tnfrsf25
SEC61G	G530012D18Rik
TRPA1	Trpa1
KIR2DS4	Kir3dl1
KIR3DL3	Kir3dl1
KIR2DL1	Kir3dl1
KIR2DL4	Kir3dl1
KIR2DL3	Kir3dl1
KIR3DL2	Kir3dl1
KIR3DL1	Kir3dl1
SESN2	Sesn2
LOXL4	Loxl4
GID4	Gid4
RALBP1	Ralbp1
PFKP	Pfkp
MSANTD5	Gm13871
FZD4	Fzd4
GPKOW	Gpkow
DRG2	Drg2
OR2AG1	Olfr698
MSANTD5	Gm11756
OR2AG1	Olfr699
PRSS23	Prss23
EEF1G	Eef1g
ATP5IF1	Atpif1
PCNX4	Pcnx4
OR2AG1	Olfr700
ANKRD13B	Ankrd13b
TMEM63A	Tmem63a
PABIR2	Fam122b
FRMD3	Frmd3
AHNAK	Ahnak
NR1H2	Nr1h2
BTBD7	Btbd7
VARS1	Vars
STARD6	Stard6
SCGB1A1	Scgb1a1
ASRGL1	Asrgl1
SCARNA10	Scarna10
HK2	Hk2
RNU1-38P	Gm23376
RNU1-141P	Gm23376
C1orf54	BC028528
DHRS7	Dhrs7
PYROXD2	Pyroxd2
APH1A	Aph1a
ZNF791	Zfp791
EPS15	Eps15
CFAP221	Cfap221
TCEAL6	Tceal3
TCEAL5	Tceal3
TCEAL3	Tceal3
DDX60	Ddx60
DCSTAMP	Dcstamp
NPRL3	Nprl3
MRPL51	Mrpl51
WLS	Wls
ETV1	Etv1
TCEAL1	Tceal1
MPP6	Mpp6
POLI	Poli
PABIR3	Fam122c
DPYS	Dpys
SP110	Sp110
SCGB2A2	Scgb2a2
SCGB2A1	Scgb2a2
MOSPD1	Mospd1
INCENP	Incenp
CKS1B	Cks1brt
LRP12	Lrp12
ANXA10	Anxa10
TERF1	Terf1
CA14	Car14
TWSG1	Twsg1
MORF4L2	Morf4l2
TMEM87A	Tmem87a
SCTR	Sctr
ZFPM2	Zfpm2
EXOC7	Exoc7
SEZ6L2	Sez6l2
JADE1	Jade1
VWA7	Vwa7
SNRNP48	Snrnp48
RAPGEF3	Rapgef3
CMIP	Cmip
EPHX1	Ephx1
MAN2C1	Man2c1
MBD2	Mbd2
ANKRD12	Ankrd12
FTH1	Fth1
TMEM37	Tmem37
SBSPON	Sbspon
BMP6	Bmp6
BEST1	Best1
RN7SKP56	7SK
DEGS1	9130409I23Rik
DCC	Dcc
MIER3	Mier3
HPS1	Hps1
KDM4C	Kdm4c
SAPCD1	Sapcd1
SNORA62	SNORA62
CYYR1	Cyyr1
C8orf89	4930444P10Rik
CD1D	Cd1d2
PLP1	Plp1
VPS35	Vps35
NDUFV2	Ndufv2
ADAMTS1	Adamts1
RPL7	Rpl7
CD1D	Cd1d1
OR2AG2	Olfr701
DMAC1	Dmac1
5_8S_rRNA	5_8S_rRNA
MEX3C	Mex3c
SNORA63	SNORA63
SNORA63C	SNORA63
SMAD4	Smad4
GLT8D1	Glt8d1
DNAJC8	Dnajc8
ARL4A	Arl4a
SYCP3	Gm16405
ADAMTS5	Adamts5
NVL	Nvl
RAB9B	Rab9b
ANK2	Ank2
C14orf39	4930447C04Rik
WASHC1	Washc1
WASH6P	Washc1
H2BW2	H2bw2
H2BW1	H2bw2
SLC34A1	Slc34a1
SYCP3	Gm16430
OR2AG1	Olfr703
OR2AG1	Olfr704
NAPSA	Napsa
N6AMT1	N6amt1
ELAC1	Elac1
VAMP1	Vamp1
RDH10	Rdh10
ME2	Me2
SPACA9	Spaca9
PLCG2	Plcg2
TAZ	Taz
MSH5	Msh5
MSH5-SAPCD1	Msh5
LTN1	Ltn1
CNIH4	Cnih4
ME3	Me3
AK8	Ak8
MRO	Mro
SDR42E1	Sdr42e1
TAPBPL	Tapbpl
FOXJ1	Foxj1
GLS	Gls
SIX6	Six6
GTF3C4	Gtf3c4
PFN3	Pfn3
CD27	Cd27
ADARB2	Adarb2
NT5C3B	Nt5c3b
SIX1	Six1
ORC6	Orc6
MAPK4	Mapk4
SIX4	Six4
OR2AG1	Olfr705
SCIN	Scin
OR2AG2	Olfr706
SKA1	Ska1
RWDD2B	Rwdd2b
SCN3B	Scn3b
XIRP2	Xirp2
F12	F12
USP16	Usp16
GSDME	Gsdme
KCNC3	Kcnc3
HPSE2	Hpse2
CXXC1	Cxxc1
HSD17B2	Hsd17b2
RNU6-504P	Gm24762
RNU6-1018P	Gm24762
PTAFR	Ptafr
RAB3IL1	Rab3il1
TTC39A	Ttc39a
MPHOSPH6	Mphosph6
MAP3K1	Map3k1
CCDC81	Ccdc81
SPOCK3	Spock3
MBD1	Mbd1
LSMEM1	Lsmem1
MPG	Mpg
RNU6-269P	U6
RNU6-1110P	U6
MAML2	Maml2
DDX11	Ddx11
MNAT1	Mnat1
HBZ	Hba-x
CCT8	Cct8
KLHL10	Klhl10
ANKRD55	Ankrd55
STRN4	Strn4
NEIL1	Neil1
SEMA4F	Sema4f
KLHL11	Klhl11
TRMT5	Trmt5
HBA1	Hba-a1
HBA2	Hba-a1
SLC38A6	Slc38a6
HBQ1	Hbq1b
CNNM1	Cnnm1
COMMD4	Commd4
HBA1	Hba-a2
HBA2	Hba-a2
HBQ1	Hbq1a
GIT1	Git1
CDH13	Cdh13
DDX31	Ddx31
GOT1	Got1
SLC48A1	Slc48a1
SYCP3	Slxl1
CLIC1	Clic1
IFRD1	Ifrd1
TXNDC5	Txndc5
RNF11	Rnf11
OXR1	Oxr1
C1orf185	4930522H14Rik
LTBR	Ltbr
NKX2-3	Nkx2-3
RNU6-832P	U6
RNU6-1108P	U6
RNU6-1332P	U6
SLC25A28	Slc25a28
SGO2	Sgo2b
RBM6	Rbm6
SYCP3	3830403N18Rik
B3GALT1	B3galt1
HSBP1	Hsbp1
FADS3	Fads3
DDAH2	Ddah2
SYCP3	Gm773
CDKN2C	Cdkn2c
M1AP	M1ap
RNU6-873P	Gm22808
BACH1	Bach1
TP53I13	Trp53i13
BARHL1	Barhl1
FAF1	Faf1
MYLK3	Mylk3
DOK1	Dok1
GRIK1	Grik1
ZNF449	Zfp449
CFAP77	Cfap77
MYO5B	Myo5b
ABHD15	Abhd15
PPFIBP1	Ppfibp1
SCLT1	Sclt1
MPIG6B	Mpig6b
SH3PXD2B	Sh3pxd2b
NAB1	Nab1
SMIM10L2B	Smim10l2a
SMIM10L2A	Smim10l2a
LY6G6C	Ly6g6c
SLC25A53	Slc25a53
GANC	Ganc
TMEM30B	Tmem30b
DMRTA2	Dmrta2
UNC79	Unc79
LY6G6D	Ly6g6d
ENTPD7	Entpd7
EYA3	Eya3
PELI2	Peli2
EN1	En1
LY6G6F-LY6G6D	Ly6g6f
LY6G6F	Ly6g6f
CDIPT	Cdipt
ABHD16A	Abhd16a
UBTD2	Ubtd2
NEMP2	Nemp2
EFCAB9	Efcab9
FADS2	Fads2
STK10	Stk10
MLYCD	Mlycd
SYNPR	Synpr
FAM199X	Fam199x
MTMR2	Mtmr2
TTC23	Ttc23
TLL1	Tll1
RNF157	Rnf157
ANP32E	Anp32e
LY6G5C	Ly6g5c
LY6G5B	Ly6g5b
COX15	Cox15
MTCL1	Mtcl1
SNTN	Sntn
ATP6AP1	Atp6ap1
WDR26	Wdr26
C16orf87	4921524J17Rik
GNL3	Gnl3
CPE	Cpe
FADS1	Fads1
TTF1	Ttf1
CLDN17	Cldn17
ACAA2	Acaa2
CLDN8	Cldn8
KRTAP24-1	Krtap24-1
KRTAP26-1	Krtap26-1
KRTAP27-1	Krtap27-1
OSGIN1	Osgin1
KRTAP13-1	Krtap13-1
KRTAP13-4	Krtap13-1
KRTAP13-2	Krtap13-1
KRTAP13-3	Krtap13
KRTAP13-3	2310034C09Rik
KRTAP13-3	2310057N15Rik
STK39	Stk39
LIPG	Lipg
KRTAP13-3	Gm5965
KRTAP13-3	Gm20741
OR1F1	Olfr161
CUTC	Cutc
GPT2	Gpt2
KRTAP15-1	Krtap15
RPL17	Rpl17
RPL17-C18orf32	Rpl17
MON1A	Mon1a
PLEKHO1	Plekho1
SNORD69	Snord69
SNORD19B	Gm24916
SNORD19	Snord19
DMTN	Dmtn
SNORD58B	Snord58b
SNORD58A	Gm23301
WDR37	Wdr37
C18orf32	BC031181
MEFV	Mefv
MSMO1	Msmo1
HIKESHI	Hikeshi
DYM	Dym
FEN1	Fen1
C12orf71	1700034J05Rik
LARP7	Larp7
GANC	Gm52968
TMEM258	Tmem258
DNAJA2	Dnaja2
UBALD2	Ubald2
REP15	Rep15
MRPS35	Mrps35
MVP	Mvp
ESX1	Esx1
INSIG2	Insig2
TAOK1	Taok1
NECAB2	Necab2
PRKCH	Prkch
RAB12	Rab12
ABCC2	Abcc2
IL1RAPL2	Il1rapl2
ZNF263	Zfp263
FOXP2	Foxp2
MIR302C	Mir302c
KIRREL1	Kirrel
CSNK2B	Csnk2b
TEX13B	Tex13a
OR6A2	Olfr2
SETX	Setx
SLC38A8	Slc38a8
OR2C1	Olfr15
XKR8	Xkr8
GDI1	Gdi1
ZNF174	Zfp174
OR10A5	Olfr713
OR10A2	Olfr713
ZNF597	Zfp597
PAGR1	Pagr1b
OR10A5	Olfr714
OR10A2	Olfr714
SMPDL3B	Smpdl3b
SMAD7	Smad7
ZNF277	Zfp277
PAGR1	Pagr1a
MFSD6	Mfsd6
NAA60	Naa60
KLHL2	Klhl2
OR10A4	Olfr17
DNMBP	Dnmbp
OR2D2	Olfr715b
PAGR1	Gm42742
CTIF	Ctif
SYNM	Synm
RPA2	Rpa2
ACLY	Acly
FAM50A	Fam50a
ZBTB7C	Zbtb7c
RN7SKP77	7SK
RN7SKP114	7SK
NETO2	Neto2
MIR302D	Mir302d
CNIH3	Cnih3
VPS45	Vps45
PRIMA1	Prima1
SMAD2	Smad2
INTS6L	Ints6l
OR2D2	Olfr715
THEMIS2	Themis2
PRRT2	Prrt2
ARFGAP1	Arfgap1
CLUAP1	Gm20695
ELAVL4	Elavl4
FAM181A	Fam181a
FCRL4	Fcrls
OR2D3	Olfr716
C16orf90	1700037C18Rik
ASB2	Asb2
INPP1	Inpp1
NLRP14	Nlrp14
CD5L	Cd5l
ITFG1	Itfg1
IL6ST	Il6st
MYRF	Myrf
CLUAP1	Cluap1
FGF17	Fgf17
OTUD7B	Otud7b
HIBCH	Hibch
PTPRM	Ptprm
MAZ	Maz
NPM2	Npm2
FAM193A	Fam193a
MBTPS1	Mbtps1
ABRA	Abra
OTUB2	Otub2
TMEM260	Tmem260
ANGPT1	Angpt1
RBMXL2	Rbmxl2
RBMXL3	Rbmxl2
PRKD2	Prkd2
CCDC93	Ccdc93
SKOR2	Skor2
NUFIP2	Nufip2
NLRC3	Nlrc3
RSPO2	Rspo2
CFAP251	Wdr66
IER3IP1	Gm50364
EIF3E	Eif3e
TMEM192	Tmem192
HDHD2	Hdhd2
QRICH2	Qrich2
HIF1A	Hif1a
MANSC4	Mansc4
CT45A3	Gm648
CT45A1	Gm648
CT45A5	Gm648
CT45A2	Gm648
CT45A9	Gm648
CT45A7	Gm648
CT45A6	Gm648
CT45A10	Gm648
SAGE1	Gm648
