KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	CommunityMembership
"tnf-related apoptosis-inducing ligand/metabolism"	"MESH"	0.0056818181818181	2	834.100512097379	0.466331404493345	5.75289612921192	0.0730444754845161	49.2628381920068	140	26
"TNFRSF11B"	"GENE"	0.002840909090909	1	11860.4955806061	0.392493079449497	4.58117667356797	0.178687639878732	-83.5304939402519	811	19
"TNFRSF12A"	"GENE"	0.002840909090909	1	28829.7714186209	0.445717135528118	7.07592592592592	0.446879811431565	52.0935341271169	123	26
"toll-like receptor 2/drug effects"	"MESH"	0.002840909090909	1	28588.1802719114	0.425528178242974	7.41943515421776	0.511825209123665	-28.5320038307677	600	31
"toll-like receptor 2/genetics"	"MESH"	0.0113636363636363	4	97.641612077902	0.410565105798832	1.41421261487051	0.000891850923001222	-104.972302062178	895	8
"toll-like receptor 4/antagonists & inhibitors"	"MESH"	0.002840909090909	1	595.723597119622	0.416069040078598	2.13478553610133	0.00937683528832875	42.0143353162256	158	10
"toll-like receptor 4/drug effects"	"MESH"	0.002840909090909	1	41547.3658552348	0.425528178242974	7.41943515421776	0.537515277535277	-28.5319782430502	599	31
"toll-like receptor 4/genetics"	"MESH"	0.037037037037037	1	0	0.362659728109533	1.36839826839827	0.000374994047713528	-113.598232476355	928	10
"toll-like receptor 4/immunology"	"MESH"	0.0056818181818181	2	286.040804549705	0.441412755228048	3.24740896358543	0.00843240583482802	3.88332258699868	378	22
"toll-like receptor 4/metabolism"	"MESH"	0.0170454545454545	6	1595.36321112714	0.44539625265473	5.82284186401834	0.124143862795829	-94.271179223664	852	10
"tor serine-threonine kinases/metabolism"	"MESH"	0.0056818181818181	2	3335.25260619751	0.495728724865025	11.0334054834055	0.421534975635307	76.1710826747935	70	14
"TP53"	"GENE"	0.0482954545454545	17	4464.03419718655	0.515576308007261	7.66405946363038	0.346180020952048	-24.3029378771531	574	6
"trachea/cytology"	"MESH"	0.002840909090909	1	94.2255396418185	0.417751669088738	0.471650007243228	5.95228647164331e-05	-61.2889165706838	753	29
"TRAF6"	"GENE"	0.002840909090909	1	328618.193413732	0.455370147484694	10.977355977356	0.887719044142156	20.4324680623027	297	1
"transcriptional activation"	"MESH"	0.0056818181818181	2	293.659148571931	0.41566560622765	1.83918556168779	0.00354161045062777	-43.0897140315372	677	1
"transendothelial and transepithelial migration/immunology"	"MESH"	0.002840909090909	1	12341.765668075	0.40673240430607	5.37609427609427	0.221984571673466	40.4362107176826	172	12
"transferrin/metabolism"	"MESH"	0.0056818181818181	2	671.482881635985	0.446801567703536	6.57621487989135	0.0753678513039476	-14.187319119187	497	17
"transforming growth factor beta/antagonists & inhibitors"	"MESH"	0.002840909090909	1	1720.75284187714	0.424507866808409	4.15044858523119	0.0728321772670275	-21.6759953790569	558	19
"transforming growth factor beta/metabolism"	"MESH"	0.0142045454545454	5	1871.36960552914	0.497820840734784	7.44008171488682	0.231305852288059	28.5181295654177	227	22
"TREM2"	"GENE"	0.002840909090909	1	468.79857564942	0.454283891391224	3.83133528265107	0.0171663941842193	34.0708144865188	213	25
"TRIM69"	"GENE"	0.037037037037037	1	11221.6125141861	0.376745493546373	7.35555555555555	0.386270654434057	-162.240869644621	989	10
"triple negative breast neoplasms/drug therapy"	"MESH"	0.0056818181818181	2	1022.97018112759	0.452466499058116	4.5815873015873	0.0604335645465945	-86.4346595622486	831	6
"triple negative breast neoplasms/metabolism"	"MESH"	0.002840909090909	1	19629.7852131583	0.454076235289615	7.12891497178581	0.420308804622149	-16.5339777892483	514	22
"triterpenes/pharmacology"	"MESH"	0.002840909090909	1	339917.122178207	0.419615714647273	8.96437908496731	0.75840462849796	-36.2336334565164	644	22
"TUBB3"	"GENE"	0.002840909090909	1	40963.3942900972	0.465211788756006	10.0020164476047	0.713853748353201	-13.4039673281234	491	29
"tuberculosis vaccines/administration & dosage"	"MESH"	0.002840909090909	1	720525.678679322	0.39357571433256	9.44276094276093	0.814336280376502	-1.43581587385015	410	23
"tuberculosis/metabolism"	"MESH"	0.002840909090909	1	453.362197208771	0.423486199012093	2.01745568238309	0.00624990079522547	-68.719925999266	774	6
"tubulin modulators/pharmacology"	"MESH"	0.002840909090909	1	4898.59875261059	0.489098377158989	5.52353568331829	0.192121950445231	48.9713569091378	142	1
"tubulin/genetics"	"MESH"	0.002840909090909	1	764791.063601008	0.452903235650506	12.5101449275362	0.918004277709878	-105.069561496951	897	8
"tumor cells cultured"	"MESH"	0.0369318181818181	13	1631.21726534288	0.492597382246463	4.5802441624423	0.0852764241837431	58.0106128421617	106	11
"tumor escape"	"MESH"	0.002840909090909	1	30790.2022933467	0.459021005772568	7.22433862433862	0.464548181774892	114.966750444801	12	2
"tumor escape/drug effects"	"MESH"	0.0085227272727272	3	1891.52312716835	0.500703021573008	6.71871918930742	0.175189679528896	23.658014747851	259	2
"tumor microenvironment"	"MESH"	0.0767045454545454	27	6073.74521687288	0.506422241775006	6.62284569424183	0.267842970746496	35.4481914742149	203	25
"tumor microenvironment/drug effects"	"MESH"	0.119318181818182	42	1731.21583744732	0.495072341181835	3.28330020368457	0.0418475500388883	86.217333361508	47	19
"tumor necrosis factor alpha-induced protein 3/metabolism"	"MESH"	0.002840909090909	1	155763.445559784	0.435598637297069	8.1164802101873	0.675541856478469	36.5394641248428	194	25
"tumor necrosis factor-alpha/genetics"	"MESH"	0.0085227272727272	3	1554.28061136592	0.487247375414362	6.96133665851057	0.159399255567372	-1.21648819205338	408	25
"tumor necrosis factor-alpha/immunology"	"MESH"	0.002840909090909	1	148348.443080519	0.425528178242974	7.41943515421776	0.609974444850082	-28.5319060725648	594	31
"tumor necrosis factor-alpha/metabolism"	"MESH"	0.0227272727272727	8	1632.19953772537	0.492686024665063	4.10147014535173	0.0614156918144156	40.1821763164669	177	1
"tumor suppressor protein p53/antagonists & inhibitors"	"MESH"	0.0085227272727272	3	1902.55348341805	0.482266197528061	7.81231268731269	0.248281773305186	-86.9511279212408	833	8
"tumor suppressor protein p53/genetics"	"MESH"	0.0113636363636363	4	915.892881293052	0.46447120291989	6.4369630244571	0.0933199473024238	5.9468521363379	365	17
"tumor suppressor protein p53/metabolism"	"MESH"	0.0227272727272727	8	3991.76620563	0.514468912663326	8.81553446553446	0.381001888858907	-24.4325565176422	575	6
"tumor-associated macrophages/cytology"	"MESH"	0.002840909090909	1	28936.5264993802	0.454076235289615	7.12891497178581	0.453445183409787	-16.533944784887	513	22
"tumor-associated macrophages/drug effects"	"MESH"	0.0113636363636363	4	1190.55854178798	0.472881020898823	5.4477873977874	0.0860700623799622	4.18617749813709	377	6
"type iii secretion systems/genetics"	"MESH"	0.0085227272727272	3	107.394044971199	0.388884736166413	0.839829717197614	0.000236107363375185	-187.5942555715	996	10
"typhoid fever/immunology"	"MESH"	0.002840909090909	1	1984.02731503118	0.414942382192333	3.0491452991453	0.0410529197949239	8.11017826114606	354	10
"TYR"	"GENE"	0.002840909090909	1	67734.9403014783	0.394654816877494	7.60757575757575	0.596030221742512	-118.52343981079	932	13
"tyramine/analogs & derivatives"	"MESH"	0.002840909090909	1	14328.8368645541	0.440782164729594	5.56481481481481	0.252451349978572	-21.4621738864739	552	5
"u937 cells"	"MESH"	0.0085227272727272	3	1252.26242552061	0.466262653156456	5.60797258297258	0.0944925477373375	-0.17831434303892	385	29
"ubiquitins/metabolism"	"MESH"	0.002840909090909	1	29334.8465325411	0.42992420137916	6.86358543417366	0.41038832716941	-25.2307691944238	578	17
"ULK1"	"GENE"	0.0056818181818181	2	568.074440924158	0.440883544554407	3.86518383577207	0.0225988476373391	-87.1448528645494	838	10
"urinary bladder neoplasms/pathology"	"MESH"	0.002840909090909	1	13320.8353911541	0.409447548534323	4.63368910782703	0.194461199028587	-98.0233255161656	871	9
"valproic acid/pharmacology"	"MESH"	0.002840909090909	1	5350.21873132346	0.450021459879829	5.64665286404416	0.205398525420231	-35.0566960553552	634	29
"vascular endothelial growth factor a/genetics"	"MESH"	0.002840909090909	1	12736.4065376866	0.458050433376022	5.97740683229813	0.279204893573118	71.1090250960366	80	2
"vascular endothelial growth factor a/metabolism"	"MESH"	0.0056818181818181	2	805.860969388503	0.467322795756491	7.18068946876996	0.104819764765639	-15.9085052452428	503	22
"ventricular function left/drug effects"	"MESH"	0.037037037037037	1	29781.9773313123	0.376745493546373	7.35555555555555	0.487658926048793	-162.240768660286	984	10
"VIM"	"GENE"	0.002840909090909	1	76919.7980229861	0.465211788756006	10.0020164476047	0.774364692623927	-13.4039070582586	490	29
"virulence"	"MESH"	0.065340909090909	23	495.236970040828	0.41162053482287	1.83265715317297	0.00538086697036555	-149.522854047182	975	10
"virulence factors/genetics"	"MESH"	0.0284090909090909	10	266.895886391875	0.406579719051302	2.01468750484096	0.00387295439754925	-161.655393240691	982	10
"virulence factors/immunology"	"MESH"	0.002840909090909	1	545.294984029592	0.416069040078598	2.13478553610133	0.00849986508150664	42.0143344427493	159	10
"virulence factors/metabolism"	"MESH"	0.034090909090909	12	351.200638232344	0.417073783231994	1.34171741429436	0.00188092252503928	-143.147034401807	969	10
"vitamin e/pharmacology"	"MESH"	0.002840909090909	1	75794.1458867992	0.466730750975195	8.01858151011074	0.636267678290821	54.3943722915525	114	17
"WDTC1"	"GENE"	0.0113636363636363	4	547.684388522636	0.449357427780579	2.91666666666667	0.0139848970651259	60.5268891200956	103	26
"XIAP"	"GENE"	0.0056818181818181	2	340.050941153476	0.441525613153785	3.8641395154553	0.0125742051713465	-14.8084598219332	499	5
"ZHX2"	"GENE"	0.002840909090909	1	5436.35173116969	0.415387626732409	4.2988354037267	0.129694369930636	-120.747256655436	944	1
"zinc/metabolism"	"MESH"	0.002840909090909	1	529.112197208771	0.38834551195574	1.5918575774508	0.00442850113490262	-120.234624261436	940	6
"ziram/toxicity"	"MESH"	0.002840909090909	1	5293.52995090803	0.44750584477569	4.88888888888889	0.164973571848066	122.309856623254	4	3
"zoledronic acid"	"MESH"	0.002840909090909	1	29962.2270408631	0.411598020720591	6.24090909090909	0.34966210853796	24.203787390401	248	11
