#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0051234	Establishment of localization	20	3946	0.39	0.0015	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000350012,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482	TGFB1,HSPB1,SLC40A1,SLC9A1,STAT3,TP53,FTH1,ATM,SLC7A11,CALR,HMGB1,ACSL3,ATG5,TLR4,SLC3A2,IL6,TF,CD36,HIF1A,BDKRB2
GO Process	GO:0007165	Signal transduction	22	4714	0.35	0.0016	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482	HMOX1,TGFB1,TICAM1,HSPB1,SLC9A1,STAT3,TP53,ATM,CALR,NLRP3,HMGB1,FN1,TLR4,JAK2,NFE2L2,IL6,TF,CD8A,CD44,CD36,HIF1A,BDKRB2
GO Process	GO:0007166	Cell surface receptor signaling pathway	14	2040	0.52	0.0016	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482	TGFB1,TICAM1,HSPB1,STAT3,TP53,FN1,TLR4,JAK2,IL6,TF,CD8A,CD44,CD36,BDKRB2
GO Process	GO:0010575	Positive regulation of vascular endothelial growth factor production	3	29	1.7	0.0016	9606.ENSP00000221930,9606.ENSP00000385675,9606.ENSP00000437955	TGFB1,IL6,HIF1A
GO Process	GO:0048145	Regulation of fibroblast proliferation	4	89	1.33	0.0016	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000346839	TGFB1,TP53,FTH1,FN1
GO Process	GO:0051099	Positive regulation of binding	5	181	1.12	0.0016	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000345347,9606.ENSP00000371067,9606.ENSP00000498596	TGFB1,TICAM1,HMGB1,JAK2,STING1
GO Process	GO:0051222	Positive regulation of protein transport	6	303	0.98	0.0016	9606.ENSP00000221930,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000437955	TGFB1,ACSL4,ACSL3,TLR4,JAK2,HIF1A
GO Process	GO:0097421	Liver regeneration	3	30	1.68	0.0017	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000385675	HMOX1,TGFB1,IL6
GO Process	GO:2000635	Negative regulation of primary miRNA processing	2	3	2.51	0.0017	9606.ENSP00000264657,9606.ENSP00000385675	STAT3,IL6
GO Process	GO:0050871	Positive regulation of B cell activation	4	92	1.32	0.0018	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000363089,9606.ENSP00000385675	TGFB1,TICAM1,TLR4,IL6
GO Process	GO:0051130	Positive regulation of cellular component organization	10	1049	0.66	0.0018	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000415743,9606.ENSP00000437955	TGFB1,TP53,ATM,FN1,TLR4,NFE2L2,IL6,TF,CD36,HIF1A
GO Process	GO:0007154	Cell communication	23	5165	0.33	0.0019	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482	HMOX1,TGFB1,TICAM1,HSPB1,SLC9A1,STAT3,TP53,ATM,CALR,NLRP3,HMGB1,FN1,ATG5,TLR4,JAK2,NFE2L2,IL6,TF,CD8A,CD44,CD36,HIF1A,BDKRB2
GO Process	GO:0007167	Enzyme-linked receptor protein signaling pathway	8	641	0.78	0.0019	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000371067,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000450482	TGFB1,HSPB1,STAT3,TP53,JAK2,TF,CD8A,BDKRB2
GO Process	GO:0022008	Neurogenesis	11	1290	0.61	0.0019	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000437955	TGFB1,STAT3,TP53,ACSL4,HMGB1,ACSL3,ATL1,TLR4,JAK2,IL6,HIF1A
GO Process	GO:0042113	B cell activation	5	189	1.1	0.0019	9606.ENSP00000248244,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363089,9606.ENSP00000385675	TICAM1,TP53,ATM,TLR4,IL6
GO Process	GO:0090322	Regulation of superoxide metabolic process	3	31	1.67	0.0019	9606.ENSP00000221930,9606.ENSP00000380252,9606.ENSP00000415743	TGFB1,NFE2L2,CD36
GO Process	GO:0098657	Import into cell	5	189	1.1	0.0019	9606.ENSP00000263980,9606.ENSP00000280612,9606.ENSP00000350012,9606.ENSP00000367123,9606.ENSP00000415743	SLC9A1,SLC7A11,ACSL3,SLC3A2,CD36
GO Process	GO:1903203	Regulation of oxidative stress-induced neuron death	3	31	1.67	0.0019	9606.ENSP00000280612,9606.ENSP00000363089,9606.ENSP00000437955	SLC7A11,TLR4,HIF1A
GO Process	GO:0001938	Positive regulation of endothelial cell proliferation	4	96	1.3	0.0020	9606.ENSP00000216117,9606.ENSP00000264657,9606.ENSP00000345347,9606.ENSP00000437955	HMOX1,STAT3,HMGB1,HIF1A
GO Process	GO:0031334	Positive regulation of protein-containing complex assembly	5	193	1.1	0.0020	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363089,9606.ENSP00000415743	TGFB1,TP53,ATM,TLR4,CD36
GO Process	GO:0043123	Positive regulation of I-kappaB kinase/NF-kappaB signaling	5	191	1.1	0.0020	9606.ENSP00000216117,9606.ENSP00000248244,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000415743	HMOX1,TICAM1,S100A4,TLR4,CD36
GO Process	GO:0065003	Protein-containing complex assembly	11	1303	0.61	0.0020	9606.ENSP00000221930,9606.ENSP00000248923,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000371067,9606.ENSP00000498596	TGFB1,GGT1,SLC9A1,TP53,CALR,NLRP3,FN1,ACSL3,ATL1,JAK2,STING1
GO Process	GO:1902253	Regulation of intrinsic apoptotic signaling pathway by p53 class mediator	3	32	1.65	0.0020	9606.ENSP00000269305,9606.ENSP00000398632,9606.ENSP00000450482	TP53,CD44,BDKRB2
GO Process	GO:2000106	Regulation of leukocyte apoptotic process	4	95	1.31	0.0020	9606.ENSP00000269305,9606.ENSP00000280612,9606.ENSP00000335062,9606.ENSP00000437955	TP53,SLC7A11,PDCD1,HIF1A
GO Process	GO:0010952	Positive regulation of peptidase activity	5	195	1.09	0.0021	9606.ENSP00000264657,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000371067	STAT3,NLRP3,HMGB1,FN1,JAK2
GO Process	GO:0030168	Platelet activation	4	97	1.3	0.0021	9606.ENSP00000248553,9606.ENSP00000280612,9606.ENSP00000346839,9606.ENSP00000385675	HSPB1,SLC7A11,FN1,IL6
GO Process	GO:0060537	Muscle tissue development	6	323	0.95	0.0021	9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000320866,9606.ENSP00000358072	TGFB1,HLF,NOX4,SLC9A1,CALR,ATG5
GO Process	GO:0071248	Cellular response to metal ion	5	198	1.08	0.0022	9606.ENSP00000216117,9606.ENSP00000261024,9606.ENSP00000320866,9606.ENSP00000380252,9606.ENSP00000385834	HMOX1,SLC40A1,CALR,NFE2L2,TF
GO Process	GO:0071500	Cellular response to nitrosative stress	2	4	2.38	0.0023	9606.ENSP00000278616,9606.ENSP00000358072	ATM,ATG5
GO Process	GO:0048771	Tissue remodeling	4	101	1.28	0.0024	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000358072,9606.ENSP00000437955	TGFB1,NOX4,ATG5,HIF1A
GO Process	GO:0003013	Circulatory system process	7	493	0.83	0.0025	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000358072,9606.ENSP00000415743,9606.ENSP00000450482	HMOX1,TGFB1,NOX4,SLC9A1,ATG5,CD36,BDKRB2
GO Process	GO:0070997	Neuron death	4	102	1.28	0.0025	9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000437955	SLC9A1,TP53,ATM,HIF1A
GO Process	GO:0071495	Cellular response to endogenous stimulus	10	1103	0.64	0.0025	9606.ENSP00000221930,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000398632,9606.ENSP00000415743	TGFB1,SLC9A1,STAT3,TP53,CALR,TLR4,JAK2,NFE2L2,CD44,CD36
GO Process	GO:0032479	Regulation of type I interferon production	4	103	1.27	0.0026	9606.ENSP00000248244,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000498596	TICAM1,ATG5,TLR4,STING1
GO Process	GO:0006810	Transport	19	3785	0.38	0.0027	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000350012,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482	TGFB1,HSPB1,SLC40A1,SLC9A1,STAT3,TP53,FTH1,SLC7A11,CALR,HMGB1,ACSL3,ATG5,TLR4,SLC3A2,IL6,TF,CD36,HIF1A,BDKRB2
GO Process	GO:0032787	Monocarboxylic acid metabolic process	7	502	0.83	0.0027	9606.ENSP00000248923,9606.ENSP00000269305,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000378897,9606.ENSP00000415743,9606.ENSP00000437955	GGT1,TP53,ACSL4,ACSL3,ASAH2,CD36,HIF1A
GO Process	GO:0045596	Negative regulation of cell differentiation	8	685	0.75	0.0027	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000380252,9606.ENSP00000385675	TGFB1,STAT3,TP53,CALR,HMGB1,TLR4,NFE2L2,IL6
GO Process	GO:0050679	Positive regulation of epithelial cell proliferation	5	207	1.06	0.0027	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000345347,9606.ENSP00000437955	HMOX1,TGFB1,STAT3,HMGB1,HIF1A
GO Process	GO:1901796	Regulation of signal transduction by p53 class mediator	4	105	1.26	0.0027	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000398632,9606.ENSP00000450482	TP53,ATM,CD44,BDKRB2
GO Process	GO:0042093	T-helper cell differentiation	3	37	1.59	0.0028	9606.ENSP00000264657,9606.ENSP00000345347,9606.ENSP00000385675	STAT3,HMGB1,IL6
GO Process	GO:0044248	Cellular catabolic process	12	1620	0.55	0.0028	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248923,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000415743,9606.ENSP00000498596	HMOX1,TGFB1,GGT1,TP53,ATM,CALR,HMGB1,ATG5,ASAH2,NFE2L2,CD36,STING1
GO Process	GO:1904035	Regulation of epithelial cell apoptotic process	4	106	1.26	0.0028	9606.ENSP00000216117,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675	HMOX1,JAK2,NFE2L2,IL6
GO Process	GO:0007399	Nervous system development	14	2188	0.49	0.0030	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000437955	TGFB1,STAT3,TP53,ATM,SLC7A11,ACSL4,HMGB1,FN1,ACSL3,ATL1,TLR4,JAK2,IL6,HIF1A
GO Process	GO:0002248	Connective tissue replacement involved in inflammatory response wound healing	2	5	2.28	0.0031	9606.ENSP00000221930,9606.ENSP00000437955	TGFB1,HIF1A
GO Process	GO:0002824	Positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	4	110	1.24	0.0031	9606.ENSP00000221930,9606.ENSP00000337383,9606.ENSP00000371067,9606.ENSP00000385675	TGFB1,NLRP3,JAK2,IL6
GO Process	GO:0008152	Metabolic process	29	7988	0.24	0.0031	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000453177,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,GGT1,SLC40A1,NOX4,STAT3,TP53,ATM,SLC7A11,CALR,ACSL4,HMGB1,FN1,ACSL3,ATG5,TLR4,SLC3A2,JAK2,ASAH2,NFE2L2,IL6,KDM8,CD44,CD36,HIF1A,TRIM69,AIFM2,STING1
GO Process	GO:0009058	Biosynthetic process	15	2506	0.46	0.0031	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000437955	TGFB1,TICAM1,GGT1,SLC40A1,NOX4,STAT3,TP53,ATM,ACSL4,ACSL3,ATG5,TLR4,JAK2,ASAH2,HIF1A
GO Process	GO:0031663	Lipopolysaccharide-mediated signaling pathway	3	39	1.57	0.0031	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000363089	TGFB1,TICAM1,TLR4
GO Process	GO:0043516	Regulation of DNA damage response, signal transduction by p53 class mediator	3	39	1.57	0.0031	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000398632	TP53,ATM,CD44
GO Process	GO:0043523	Regulation of neuron apoptotic process	5	216	1.05	0.0031	9606.ENSP00000216117,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000371067,9606.ENSP00000437955	HMOX1,TP53,ATM,JAK2,HIF1A
GO Process	GO:1902692	Regulation of neuroblast proliferation	3	39	1.57	0.0031	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000437955	TGFB1,TP53,HIF1A
GO Process	GO:0010810	Regulation of cell-substrate adhesion	5	217	1.04	0.0032	9606.ENSP00000263980,9606.ENSP00000320866,9606.ENSP00000346839,9606.ENSP00000371067,9606.ENSP00000415743	SLC9A1,CALR,FN1,JAK2,CD36
GO Process	GO:0008283	Cell population proliferation	8	712	0.73	0.0034	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000437955	HMOX1,TGFB1,TICAM1,STAT3,TP53,TLR4,IL6,HIF1A
GO Process	GO:0002831	Regulation of response to biotic stimulus	6	361	0.9	0.0035	9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000380252,9606.ENSP00000415743,9606.ENSP00000498596	HMGB1,ATG5,TLR4,NFE2L2,CD36,STING1
GO Process	GO:0032728	Positive regulation of interferon-beta production	3	41	1.55	0.0035	9606.ENSP00000248244,9606.ENSP00000363089,9606.ENSP00000498596	TICAM1,TLR4,STING1
GO Process	GO:1904037	Positive regulation of epithelial cell apoptotic process	3	42	1.54	0.0038	9606.ENSP00000216117,9606.ENSP00000371067,9606.ENSP00000385675	HMOX1,JAK2,IL6
GO Process	GO:2000121	Regulation of removal of superoxide radicals	2	6	2.2	0.0039	9606.ENSP00000380252,9606.ENSP00000415743	NFE2L2,CD36
GO Process	GO:0031324	Negative regulation of cellular metabolic process	14	2265	0.47	0.0040	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000385675,9606.ENSP00000398410,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482	HMOX1,TGFB1,HSPB1,STAT3,TP53,ATM,CALR,HMGB1,ATG5,IL6,KDM8,CD36,HIF1A,BDKRB2
GO Process	GO:0032735	Positive regulation of interleukin-12 production	3	43	1.53	0.0040	9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000415743	HMGB1,TLR4,CD36
GO Process	GO:0045058	T cell selection	3	43	1.53	0.0040	9606.ENSP00000264657,9606.ENSP00000358072,9606.ENSP00000385675	STAT3,ATG5,IL6
GO Process	GO:0070232	Regulation of T cell apoptotic process	3	43	1.53	0.0040	9606.ENSP00000269305,9606.ENSP00000335062,9606.ENSP00000437955	TP53,PDCD1,HIF1A
GO Process	GO:0070527	Platelet aggregation	3	43	1.53	0.0040	9606.ENSP00000248553,9606.ENSP00000280612,9606.ENSP00000346839	HSPB1,SLC7A11,FN1
GO Process	GO:0002685	Regulation of leukocyte migration	5	231	1.02	0.0041	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000385675	HMOX1,TGFB1,CALR,HMGB1,IL6
GO Process	GO:0009056	Catabolic process	13	1976	0.5	0.0041	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248923,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000498596	HMOX1,TGFB1,GGT1,TP53,ATM,CALR,HMGB1,ATG5,ASAH2,NFE2L2,CD44,CD36,STING1
GO Process	GO:0045862	Positive regulation of proteolysis	6	375	0.89	0.0041	9606.ENSP00000264657,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000371067,9606.ENSP00000380252	STAT3,NLRP3,HMGB1,FN1,JAK2,NFE2L2
GO Process	GO:0051098	Regulation of binding	6	375	0.89	0.0041	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000345347,9606.ENSP00000371067,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HMGB1,JAK2,STING1
GO Process	GO:2000378	Negative regulation of reactive oxygen species metabolic process	3	44	1.52	0.0041	9606.ENSP00000269305,9606.ENSP00000358072,9606.ENSP00000437955	TP53,ATG5,HIF1A
GO Process	GO:0030162	Regulation of proteolysis	8	739	0.72	0.0042	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000398632	STAT3,TP53,NLRP3,HMGB1,FN1,JAK2,NFE2L2,CD44
GO Process	GO:0043085	Positive regulation of catalytic activity	10	1191	0.61	0.0043	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000398632,9606.ENSP00000437955	TGFB1,NOX4,STAT3,NLRP3,HMGB1,FN1,TLR4,JAK2,CD44,HIF1A
GO Process	GO:0071887	Leukocyte apoptotic process	3	45	1.51	0.0044	9606.ENSP00000269305,9606.ENSP00000335062,9606.ENSP00000385675	TP53,PDCD1,IL6
GO Process	GO:0045088	Regulation of innate immune response	5	238	1.0	0.0046	9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000380252,9606.ENSP00000498596	HMGB1,ATG5,TLR4,NFE2L2,STING1
GO Process	GO:0046651	Lymphocyte proliferation	4	124	1.19	0.0046	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000269305,9606.ENSP00000363089	TGFB1,TICAM1,TP53,TLR4
GO Process	GO:0051101	Regulation of DNA binding	4	124	1.19	0.0046	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000345347,9606.ENSP00000371067	HMOX1,TGFB1,HMGB1,JAK2
GO Process	GO:0044087	Regulation of cellular component biogenesis	9	971	0.65	0.0047	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000415743	TGFB1,TICAM1,SLC9A1,TP53,ATM,HMGB1,ATG5,TLR4,CD36
GO Process	GO:0071375	Cellular response to peptide hormone stimulus	5	240	1.0	0.0047	9606.ENSP00000221930,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000371067,9606.ENSP00000380252	TGFB1,SLC9A1,STAT3,JAK2,NFE2L2
GO Process	GO:0010573	Vascular endothelial growth factor production	2	7	2.14	0.0048	9606.ENSP00000385675,9606.ENSP00000437955	IL6,HIF1A
GO Process	GO:0031958	Corticosteroid receptor signaling pathway	2	7	2.14	0.0048	9606.ENSP00000320866,9606.ENSP00000371067	CALR,JAK2
GO Process	GO:0035666	TRIF-dependent toll-like receptor signaling pathway	2	7	2.14	0.0048	9606.ENSP00000248244,9606.ENSP00000363089	TICAM1,TLR4
GO Process	GO:0072540	T-helper 17 cell lineage commitment	2	7	2.14	0.0048	9606.ENSP00000264657,9606.ENSP00000385675	STAT3,IL6
GO Process	GO:1903626	Positive regulation of DNA catabolic process	2	7	2.14	0.0048	9606.ENSP00000278616,9606.ENSP00000385675	ATM,IL6
GO Process	GO:1903530	Regulation of secretion by cell	7	564	0.78	0.0049	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000339787,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000437955	HMOX1,TGFB1,ACSL4,TLR4,JAK2,IL6,HIF1A
GO Process	GO:0009725	Response to hormone	8	762	0.7	0.0050	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000320866,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675	HMOX1,TGFB1,SLC9A1,STAT3,CALR,JAK2,NFE2L2,IL6
GO Process	GO:0010811	Positive regulation of cell-substrate adhesion	4	128	1.18	0.0050	9606.ENSP00000320866,9606.ENSP00000346839,9606.ENSP00000371067,9606.ENSP00000415743	CALR,FN1,JAK2,CD36
GO Process	GO:0002262	Myeloid cell homeostasis	4	130	1.17	0.0053	9606.ENSP00000216117,9606.ENSP00000345347,9606.ENSP00000371067,9606.ENSP00000385675	HMOX1,HMGB1,JAK2,IL6
GO Process	GO:0046677	Response to antibiotic	3	49	1.47	0.0054	9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000371067	SLC9A1,TP53,JAK2
GO Process	GO:1901570	Fatty acid derivative biosynthetic process	3	49	1.47	0.0054	9606.ENSP00000248923,9606.ENSP00000339787,9606.ENSP00000350012	GGT1,ACSL4,ACSL3
GO Process	GO:1904894	Positive regulation of receptor signaling pathway via STAT	3	49	1.47	0.0054	9606.ENSP00000221930,9606.ENSP00000371067,9606.ENSP00000385675	TGFB1,JAK2,IL6
GO Process	GO:0043330	Response to exogenous dsRNA	3	50	1.46	0.0056	9606.ENSP00000248244,9606.ENSP00000367123,9606.ENSP00000498596	TICAM1,SLC3A2,STING1
GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process	11	1494	0.55	0.0056	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378897	TGFB1,TICAM1,GGT1,SLC40A1,STAT3,TP53,ACSL4,ACSL3,TLR4,JAK2,ASAH2
